,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
5703,0,82.0,153.0,2.584962500721156,46,4,0.0,100,,7,8,4,2,50,0.0,0.0,16.0,,1.0,1.0,0.0,100.0
5704,1,73.0,226.0,5.672425341971495,98,13,0.0,92,0.0,4,6,13,0,38,0.0,0.0,9.0,,3.0,,0.0,60.0
5705,1,64.0,247.0,3.321928094887362,97,33,0.0,100,,7,8,33,1,27,0.0,1.584962500721156,86.0,35.0,13.0,2.321928094887362,3.807354922057604,86.0
5706,1,64.0,201.0,2.0,78,58,0.0,95,59.0,6,6,58,6,21,0.0,2.321928094887362,35.0,99.0,9.0,2.321928094887362,2.0,39.0
5707,1,59.0,55.0,3.4594316186372973,31,18,0.0,94,32.0,6,6,19,1,17,0.0,1.0,62.0,87.0,6.0,1.0,2.0,78.0
5708,1,66.0,109.0,3.0,52,3,1.584962500721156,80,,6,6,5,1,40,0.0,2.321928094887362,,,,1.0,,100.0
5709,1,65.0,70.0,3.0,30,8,1.584962500721156,89,59.0,6,3,10,2,33,0.0,0.0,41.0,8.0,5.0,1.584962500721156,0.0,88.0
5710,0,78.0,166.0,2.0,81,18,0.0,100,,7,8,18,2,28,0.0,1.0,24.0,,4.0,1.0,1.584962500721156,50.0
5711,0,72.0,176.0,3.584962500721156,76,35,0.0,97,10.0,4,6,35,1,37,0.0,0.0,17.0,52.0,3.0,2.321928094887362,1.0,41.0
5712,1,75.0,217.0,1.0,74,41,1.0,91,13.0,6,4,43,5,33,0.0,2.321928094887362,7.0,88.0,3.0,2.321928094887362,0.0,30.0
5713,1,59.0,204.0,3.321928094887362,70,5,1.584962500721156,43,10.0,0,2,7,1,29,0.0,0.0,85.0,48.0,3.0,1.584962500721156,1.0,100.0
5714,0,71.0,395.0,4.247927513443585,150,22,0.0,91,17.0,6,6,22,0,18,0.0,0.0,60.0,50.0,5.0,1.584962500721156,1.584962500721156,64.0
5715,1,63.0,380.0,2.584962500721156,125,16,0.0,71,7.0,4,6,17,1,18,0.0,1.0,66.0,,4.0,1.0,2.0,50.0
5716,0,57.0,128.0,2.321928094887362,61,29,2.0,78,1.0,0,2,32,4,22,0.0,0.0,17.0,76.0,8.0,2.584962500721156,0.0,65.0
5717,0,61.0,344.0,3.169925001442312,116,41,0.0,98,13.0,6,6,41,1,20,0.0,3.700439718141092,54.0,43.0,13.0,1.584962500721156,3.169925001442312,67.0
5718,0,79.0,194.0,2.584962500721156,86,47,0.0,100,,7,8,49,2,55,0.0,0.0,23.0,82.0,3.0,2.584962500721156,0.0,57.0
5719,0,81.0,303.0,4.169925001442312,103,6,0.0,86,25.0,6,6,7,0,14,0.0,0.0,26.0,,1.0,1.0,0.0,40.0
5720,1,68.0,164.0,1.0,68,13,1.0,94,6.0,4,5,17,2,29,0.0,2.321928094887362,21.0,93.0,4.0,2.0,1.0,54.0
5721,0,59.0,365.0,3.321928094887362,105,21,0.0,87,3.0,4,6,23,1,48,0.0,0.0,63.0,72.0,6.0,2.321928094887362,1.584962500721156,91.0
5722,1,90.0,155.0,3.584962500721156,72,6,0.0,100,,7,8,6,1,0,0.0,0.0,1.0,,2.0,,0.0,50.0
5723,0,90.0,359.0,3.9068905956085187,110,9,0.0,100,,7,8,9,0,33,0.0,0.0,3.0,,1.0,1.0,0.0,100.0
5724,1,54.0,134.0,3.169925001442312,64,14,1.0,76,0.0,4,4,17,1,24,0.0,0.0,31.0,,4.0,1.0,1.0,63.0
5725,1,74.0,188.0,2.321928094887362,79,18,0.0,100,,7,8,19,4,26,0.0,0.0,46.0,99.0,6.0,1.584962500721156,1.584962500721156,100.0
5726,0,78.0,295.0,3.321928094887362,91,28,0.0,100,,7,8,28,1,4,0.0,1.0,23.0,,12.0,,1.0,71.0
5727,1,61.0,264.0,3.584962500721156,110,12,2.321928094887362,69,4.0,2,4,16,2,38,0.0,1.584962500721156,2.0,,1.0,1.0,0.0,33.0
5728,1,64.0,227.0,1.0,74,33,1.584962500721156,98,23.0,0,5,43,5,26,0.0,1.0,31.0,82.0,14.0,2.584962500721156,2.0,79.0
5729,1,62.0,137.0,2.584962500721156,81,9,2.321928094887362,62,34.0,6,4,13,1,38,0.0,1.0,46.0,,2.0,1.0,1.0,100.0
5730,0,63.0,309.0,5.20945336562895,112,17,1.584962500721156,68,7.0,2,4,19,0,16,0.0,1.0,54.0,,5.0,1.0,1.584962500721156,67.0
5731,1,71.0,183.0,2.0,96,11,1.0,100,,7,8,13,2,0,0.0,0.0,0.0,,0.0,,0.0,0.0
5732,0,59.0,319.0,2.0,52,15,1.0,100,,7,8,18,4,29,0.0,1.584962500721156,84.0,85.0,6.0,2.0,1.584962500721156,100.0
5734,1,65.0,187.0,2.807354922057604,86,31,0.0,94,17.0,6,6,32,1,34,0.0,1.0,58.0,77.0,10.0,2.321928094887362,2.321928094887362,93.0
5735,1,58.0,375.0,6.189824558880018,137,7,2.321928094887362,30,2.0,0,2,11,0,10,0.0,0.0,44.0,,2.0,,1.0,50.0
5737,1,63.0,76.0,3.321928094887362,31,4,1.0,80,49.0,6,4,5,1,20,0.0,1.0,84.0,,4.0,,2.0,100.0
5738,1,60.0,70.0,3.169925001442312,39,10,1.584962500721156,83,19.0,6,5,13,1,58,0.0,1.0,89.0,93.0,4.0,2.0,1.584962500721156,88.0
5739,1,87.0,318.0,5.0,99,12,0.0,100,,7,8,12,0,25,0.0,0.0,0.0,52.0,0.0,1.584962500721156,0.0,25.0
5740,1,66.0,185.0,3.584962500721156,92,23,0.0,91,18.0,6,6,23,1,22,0.0,1.0,53.0,19.0,7.0,2.0,2.321928094887362,71.0
5741,1,54.0,79.0,3.0,27,9,0.0,82,5.0,4,6,12,2,17,0.0,1.0,21.0,,5.0,1.0,1.584962500721156,75.0
5742,1,76.0,148.0,3.321928094887362,42,14,0.0,100,,7,8,14,2,14,0.0,0.0,38.0,95.0,4.0,1.584962500721156,1.0,67.0
5743,1,56.0,6.0,2.321928094887362,5,2,0.0,100,,7,8,2,2,50,0.0,3.584962500721156,135.0,,1.0,1.0,1.0,100.0
5744,1,74.0,352.0,4.584962500721156,129,15,0.0,100,,7,8,15,0,33,0.0,0.0,71.0,74.0,6.0,1.584962500721156,2.321928094887362,73.0
5745,1,59.0,139.0,2.0,67,27,1.0,100,,0,8,28,2,7,0.0,0.0,39.0,,5.0,,1.0,50.0
5746,1,55.0,180.0,6.044394119358453,115,5,3.700439718141092,31,15.0,6,3,17,0,19,0.0,0.0,34.0,61.0,4.0,1.584962500721156,1.0,86.0
5747,1,59.0,91.0,3.9068905956085187,36,10,2.321928094887362,82,22.0,6,6,11,0,55,0.0,1.584962500721156,53.0,65.0,3.0,2.584962500721156,0.0,89.0
5748,0,81.0,212.0,2.807354922057604,84,22,0.0,95,16.0,6,6,22,1,36,0.0,0.0,5.0,,2.0,1.584962500721156,0.0,40.0
5749,0,80.0,211.0,2.0,55,19,0.0,95,81.0,6,6,19,3,16,0.0,2.0,5.0,82.0,1.0,1.584962500721156,0.0,27.0
5750,1,55.0,25.0,2.584962500721156,14,9,0.0,100,,7,8,9,5,56,0.0,1.0,97.0,93.0,3.0,1.584962500721156,1.584962500721156,100.0
5751,0,73.0,170.0,3.169925001442312,61,27,1.584962500721156,90,17.0,6,3,29,1,17,0.0,0.0,21.0,,4.0,1.0,0.0,33.0
5753,1,75.0,152.0,1.0,66,21,0.0,100,,7,8,22,3,36,0.0,1.0,32.0,96.0,5.0,2.0,1.584962500721156,62.0
5754,0,69.0,158.0,3.169925001442312,64,22,1.0,100,,6,8,22,1,18,0.0,0.0,17.0,51.0,6.0,1.584962500721156,0.0,56.0
5755,1,68.0,89.0,3.321928094887362,40,10,1.584962500721156,91,81.0,6,2,11,1,45,0.0,0.0,48.0,86.0,3.0,2.321928094887362,1.0,88.0
5756,0,83.0,401.0,4.247927513443585,109,14,0.0,100,,7,8,14,0,29,0.0,0.0,16.0,78.0,4.0,1.584962500721156,1.0,67.0
5757,1,74.0,39.0,2.0,16,6,0.0,100,,7,8,6,3,33,0.0,1.584962500721156,23.0,99.0,2.0,1.584962500721156,0.0,80.0
5758,1,65.0,160.0,3.0,60,26,0.0,96,41.0,6,6,26,2,31,0.0,1.0,56.0,,6.0,1.584962500721156,2.0,57.0
5759,1,74.0,197.0,2.584962500721156,90,30,0.0,97,,6,6,31,2,16,0.0,0.0,25.0,,6.0,1.0,1.584962500721156,54.0
5760,0,67.0,94.0,3.9068905956085187,43,5,1.0,86,29.0,6,5,7,0,14,0.0,0.0,54.0,,4.0,,1.584962500721156,80.0
5761,1,67.0,70.0,1.0,43,3,0.0,100,,7,8,4,1,50,0.0,3.169925001442312,100.0,,1.0,1.0,,100.0
5762,1,61.0,83.0,2.807354922057604,45,18,1.0,83,43.0,6,6,19,3,33,0.0,0.0,84.0,92.0,4.0,2.0,2.321928094887362,73.0
5763,1,59.0,69.0,3.9068905956085187,39,4,2.0,80,57.0,6,2,6,0,20,0.0,0.0,99.0,,1.0,1.0,1.0,67.0
5764,0,69.0,603.0,1.0,182,10,0.0,82,38.0,6,6,11,1,18,0.0,0.0,96.0,,4.0,,2.321928094887362,80.0
5765,1,57.0,149.0,2.807354922057604,66,23,0.0,91,1.0,4,6,23,1,22,0.0,2.0,50.0,95.0,7.0,1.584962500721156,2.0,69.0
5766,1,61.0,186.0,1.584962500721156,64,24,1.0,79,19.0,6,5,29,5,45,0.0,1.0,49.0,90.0,4.0,1.0,1.0,83.0
5767,1,64.0,162.0,3.9068905956085187,47,9,1.0,80,6.0,4,2,10,0,60,0.0,0.0,88.0,66.0,3.0,2.0,1.584962500721156,100.0
5768,1,65.0,69.0,5.754887502163468,63,2,1.584962500721156,67,28.0,6,2,3,0,67,0.0,2.807354922057604,4.0,,1.0,,0.0,100.0
5769,0,76.0,172.0,1.584962500721156,74,18,0.0,100,,7,8,19,1,11,0.0,0.0,51.0,,2.0,1.584962500721156,1.584962500721156,50.0
5770,1,71.0,162.0,3.584962500721156,51,13,0.0,92,13.0,6,6,13,1,15,0.0,0.0,51.0,,3.0,1.0,1.0,50.0
5771,0,80.0,297.0,3.169925001442312,82,17,0.0,100,,7,8,17,1,24,0.0,0.0,18.0,11.0,5.0,1.584962500721156,0.0,70.0
5772,1,43.0,71.0,3.584962500721156,48,7,1.0,88,1.0,3,5,8,1,75,0.0,0.0,,53.0,1.0,1.0,,100.0
5773,1,64.0,153.0,2.584962500721156,44,20,1.584962500721156,100,,7,8,22,3,25,0.0,1.0,37.0,98.0,8.0,1.0,2.0,82.0
5774,1,65.0,140.0,3.9068905956085187,49,12,1.0,100,,6,8,12,0,58,0.0,0.0,66.0,,2.0,2.0,0.0,100.0
5775,1,90.0,211.0,2.807354922057604,102,17,0.0,100,,7,8,17,1,0,0.0,1.0,0.0,,0.0,,0.0,0.0
5776,1,55.0,80.0,4.392317422778761,43,3,1.584962500721156,50,38.0,6,2,5,0,100,0.0,0.0,,68.0,,1.584962500721156,,100.0
5777,1,81.0,154.0,4.459431618637297,73,13,0.0,100,,7,8,13,0,23,0.0,0.0,46.0,,4.0,,0.0,67.0
5778,1,57.0,180.0,3.321928094887362,98,19,2.0,74,4.0,0,6,21,1,21,0.0,1.0,21.0,95.0,9.0,1.0,0.0,71.0
5779,0,73.0,325.0,1.0,77,17,0.0,100,,7,8,19,3,32,0.0,0.0,70.0,90.0,2.0,1.584962500721156,1.584962500721156,63.0
5780,1,64.0,126.0,2.0,50,18,1.0,65,6.0,4,4,20,3,40,0.0,0.0,18.0,65.0,3.0,2.321928094887362,0.0,64.0
5781,0,80.0,169.0,4.584962500721156,76,12,0.0,92,19.0,6,6,12,0,0,0.0,1.0,5.0,,3.0,,0.0,30.0
5782,1,58.0,246.0,4.169925001442312,128,8,1.584962500721156,78,10.0,4,4,9,0,22,0.0,0.0,74.0,,4.0,1.0,1.584962500721156,83.0
5783,1,57.0,184.0,4.700439718141092,80,11,2.321928094887362,63,2.0,3,5,16,0,25,0.0,1.0,39.0,,2.0,1.0,0.0,60.0
5784,0,63.0,202.0,3.169925001442312,61,11,1.0,67,11.0,4,6,13,1,50,0.0,0.0,11.0,46.0,2.0,2.0,,71.0
5786,1,54.0,25.0,3.807354922057604,19,3,1.584962500721156,100,,0,8,4,0,33,0.0,1.584962500721156,33.0,,1.0,1.0,,67.0
5787,0,91.0,195.0,4.906890595608519,135,5,0.0,100,,7,8,5,0,0,0.0,0.0,3.0,,2.0,,0.0,50.0
5788,1,57.0,181.0,2.321928094887362,69,28,1.0,84,5.0,4,5,32,4,31,0.0,1.584962500721156,78.0,83.0,3.0,2.0,1.584962500721156,78.0
5789,1,72.0,177.0,4.459431618637297,75,15,1.0,94,13.0,6,5,16,0,38,0.0,0.0,30.0,,5.0,1.0,1.0,86.0
5790,1,72.0,169.0,2.0,76,39,0.0,98,20.0,6,6,41,5,39,0.0,2.0,26.0,92.0,4.0,2.321928094887362,1.0,53.0
5791,1,65.0,186.0,2.807354922057604,84,6,1.0,71,9.0,3,5,7,1,14,0.0,1.584962500721156,56.0,,2.0,1.0,,75.0
5792,0,72.0,224.0,1.584962500721156,66,31,0.0,100,,7,8,33,3,24,0.0,0.0,28.0,69.0,9.0,1.584962500721156,0.0,61.0
5793,1,79.0,138.0,4.087462841250339,71,19,0.0,95,,6,6,19,0,42,0.0,0.0,17.0,92.0,2.0,2.0,1.0,71.0
5794,1,70.0,44.0,2.0,27,22,1.0,91,6.0,0,2,23,4,17,0.0,1.0,17.0,89.0,7.0,2.0,0.0,61.0
5795,0,91.0,362.0,5.169925001442312,139,12,0.0,100,,7,8,12,0,8,0.0,0.0,1.0,,4.0,1.0,0.0,50.0
5796,1,61.0,59.0,2.321928094887362,17,9,0.0,100,,7,8,9,4,22,0.0,3.169925001442312,89.0,90.0,3.0,1.584962500721156,1.584962500721156,100.0
5797,1,73.0,271.0,5.832890014164741,148,8,1.0,88,47.0,6,6,8,0,38,0.0,0.0,0.0,,1.0,1.584962500721156,0.0,75.0
5798,1,71.0,331.0,2.0,79,14,1.0,67,9.0,4,5,15,4,33,0.0,1.584962500721156,7.0,70.0,3.0,2.0,0.0,60.0
5799,0,74.0,377.0,2.807354922057604,110,33,1.0,94,36.0,6,5,34,3,18,0.0,0.0,13.0,67.0,4.0,1.584962500721156,1.584962500721156,38.0
5800,1,60.0,187.0,2.584962500721156,74,23,0.0,75,4.0,4,6,24,4,38,0.0,1.0,44.0,91.0,3.0,1.584962500721156,0.0,50.0
5801,1,63.0,153.0,2.0,48,17,0.0,88,4.0,4,6,17,1,47,0.0,2.0,44.0,94.0,3.0,2.0,0.0,50.0
5802,1,63.0,176.0,4.087462841250339,80,23,1.0,76,6.0,0,2,25,0,64,0.0,0.0,57.0,48.0,3.0,2.321928094887362,1.0,88.0
5803,0,90.0,238.0,3.700439718141092,103,16,0.0,100,,7,8,16,0,25,0.0,0.0,1.0,,1.0,1.0,0.0,33.0
5804,1,76.0,169.0,5.044394119358453,95,12,0.0,92,11.0,4,6,12,0,50,0.0,0.0,3.0,,1.0,1.584962500721156,1.0,38.0
5805,1,70.0,136.0,4.392317422778761,68,17,0.0,82,18.0,6,6,17,0,18,0.0,0.0,54.0,31.0,6.0,1.584962500721156,1.584962500721156,80.0
5806,0,66.0,184.0,2.807354922057604,44,5,1.0,100,,7,8,6,3,60,0.0,1.0,32.0,88.0,1.0,2.0,0.0,80.0
5807,1,67.0,262.0,4.754887502163468,128,6,0.0,50,1.0,4,6,6,0,33,0.0,0.0,47.0,,1.0,1.0,0.0,67.0
5808,1,67.0,196.0,3.4594316186372973,55,12,0.0,100,,7,8,12,1,17,0.0,0.0,88.0,62.0,9.0,1.0,2.584962500721156,100.0
5809,1,59.0,89.0,4.754887502163468,62,2,1.0,67,2.0,0,2,3,0,33,0.0,2.321928094887362,100.0,63.0,1.0,1.0,1.0,67.0
5811,0,80.0,163.0,2.0,71,33,0.0,100,,7,8,33,2,9,0.0,1.0,3.0,62.0,5.0,1.584962500721156,1.0,32.0
5812,1,76.0,65.0,3.807354922057604,31,3,0.0,100,,7,8,3,0,0,0.0,0.0,48.0,,2.0,,1.0,67.0
5813,0,78.0,168.0,4.459431618637297,92,23,0.0,83,51.0,6,6,23,0,52,0.0,0.0,27.0,77.0,2.0,2.321928094887362,0.0,70.0
5814,1,60.0,67.0,4.0,53,5,1.0,50,14.0,6,2,6,0,50,0.0,1.584962500721156,,,1.0,1.0,,100.0
5815,0,86.0,220.0,3.0,79,19,0.0,100,,7,8,19,1,0,0.0,0.0,2.0,,3.0,,0.0,21.0
5816,1,54.0,23.0,4.0,18,3,1.0,100,,7,8,4,0,33,0.0,0.0,94.0,,2.0,1.0,0.0,100.0
5817,1,57.0,187.0,4.392317422778761,101,7,1.0,60,1.0,4,5,10,0,40,0.0,0.0,75.0,62.0,3.0,1.584962500721156,1.0,100.0
5818,1,68.0,141.0,3.0,51,15,0.0,100,,7,8,15,4,33,0.0,0.0,47.0,92.0,5.0,1.584962500721156,1.0,78.0
5819,1,65.0,115.0,3.321928094887362,49,18,1.0,100,,7,8,21,1,30,0.0,1.0,56.0,81.0,7.0,1.584962500721156,2.0,82.0
5820,0,69.0,117.0,3.0,34,8,0.0,89,44.0,6,6,9,1,78,0.0,2.0,0.0,94.0,0.0,2.0,,75.0
5821,0,81.0,141.0,1.584962500721156,75,26,0.0,100,,7,8,27,1,15,0.0,1.0,17.0,82.0,3.0,1.584962500721156,1.0,50.0
5822,1,54.0,370.0,2.0,125,36,0.0,97,0.0,4,6,37,3,24,0.0,0.0,60.0,,9.0,1.584962500721156,2.584962500721156,73.0
5823,1,54.0,151.0,2.584962500721156,63,9,1.0,55,2.0,4,5,11,2,45,0.0,0.0,104.0,27.0,3.0,2.0,1.0,100.0
5824,1,61.0,388.0,3.169925001442312,80,11,0.0,82,21.0,6,6,11,2,36,0.0,1.0,71.0,,4.0,1.0,2.0,63.0
5825,0,89.0,283.0,3.807354922057604,116,30,0.0,100,,7,8,32,0,19,0.0,1.0,4.0,33.0,3.0,1.584962500721156,0.0,50.0
5826,0,66.0,192.0,1.584962500721156,84,10,2.584962500721156,56,26.0,6,2,16,1,38,0.0,1.0,11.0,3.0,1.0,1.0,1.0,50.0
5827,1,59.0,408.0,1.0,100,17,1.0,78,53.0,6,4,23,4,39,0.0,2.584962500721156,54.0,74.0,4.0,2.321928094887362,2.0,62.0
5828,1,64.0,131.0,4.392317422778761,73,6,1.0,56,1.0,4,5,9,0,22,0.0,1.0,67.0,79.0,2.0,1.584962500721156,0.0,100.0
5829,1,59.0,194.0,3.4594316186372973,54,14,1.0,79,10.0,4,6,15,1,29,0.0,1.0,74.0,,6.0,1.0,1.0,70.0
5830,0,70.0,203.0,2.0,68,20,1.0,80,14.0,6,4,25,3,40,0.0,0.0,43.0,10.0,7.0,2.0,1.0,79.0
5831,1,72.0,114.0,2.0,61,17,1.0,72,7.0,4,5,18,1,28,0.0,0.0,0.0,100.0,2.0,1.584962500721156,0.0,33.0
5832,1,66.0,286.0,1.0,114,45,0.0,93,68.0,6,6,46,1,20,0.0,0.0,67.0,,12.0,2.321928094887362,1.584962500721156,71.0
5833,1,68.0,189.0,3.700439718141092,49,6,2.321928094887362,100,,6,8,6,0,50,0.0,1.0,62.0,90.0,1.0,1.584962500721156,,75.0
5834,1,59.0,361.0,2.807354922057604,103,22,0.0,87,41.0,6,6,24,3,17,0.0,2.584962500721156,70.0,85.0,9.0,1.584962500721156,2.321928094887362,79.0
5835,0,87.0,300.0,5.087462841250339,140,12,0.0,100,,7,8,13,0,31,0.0,0.0,15.0,,1.0,1.0,,50.0
5836,1,86.0,184.0,4.0,77,39,0.0,100,,7,8,40,0,18,0.0,0.0,4.0,,11.0,1.0,0.0,57.0
5837,1,73.0,247.0,1.584962500721156,89,8,1.0,88,43.0,6,5,16,4,44,0.0,1.0,98.0,,1.0,1.584962500721156,1.0,100.0
5838,0,75.0,164.0,3.0,65,32,1.584962500721156,88,66.0,6,5,34,3,21,0.0,1.0,7.0,,4.0,1.0,0.0,63.0
5839,1,67.0,58.0,2.321928094887362,29,21,0.0,95,39.0,6,6,22,6,50,0.0,2.0,15.0,94.0,3.0,2.584962500721156,0.0,73.0
5840,1,57.0,47.0,2.0,31,9,1.0,80,13.0,6,6,11,1,40,0.0,0.0,72.0,100.0,3.0,1.584962500721156,1.0,83.0
5842,1,72.0,38.0,2.807354922057604,17,17,0.0,100,,7,8,17,4,12,0.0,0.0,59.0,76.0,3.0,1.0,0.0,57.0
5843,1,59.0,221.0,2.321928094887362,78,12,2.321928094887362,61,27.0,6,3,19,3,26,0.0,1.584962500721156,88.0,87.0,10.0,1.584962500721156,2.584962500721156,100.0
5844,0,77.0,287.0,2.0,109,10,1.584962500721156,83,32.0,6,3,12,3,17,0.0,1.584962500721156,33.0,,2.0,1.0,1.0,43.0
5845,0,76.0,38.0,3.169925001442312,21,4,0.0,100,,7,8,4,1,50,0.0,1.0,0.0,45.0,0.0,1.584962500721156,0.0,67.0
5846,1,66.0,115.0,4.0,64,13,1.584962500721156,93,41.0,6,5,15,0,14,0.0,2.584962500721156,66.0,,5.0,1.0,1.584962500721156,75.0
5847,1,78.0,131.0,3.700439718141092,74,8,0.0,100,,7,8,8,0,25,0.0,1.0,46.0,,2.0,1.0,1.0,75.0
5848,0,85.0,322.0,2.0,90,39,0.0,100,,7,8,39,1,10,0.0,0.0,7.0,,4.0,1.0,0.0,42.0
5849,0,55.0,103.0,3.0,47,2,1.0,50,14.0,6,3,4,2,25,0.0,1.0,97.0,,2.0,1.0,1.584962500721156,100.0
5850,0,63.0,164.0,3.700439718141092,51,10,1.0,82,24.0,6,5,11,0,55,0.0,0.0,68.0,84.0,4.0,2.0,1.584962500721156,100.0
5851,0,69.0,88.0,4.584962500721156,62,5,0.0,80,5.0,4,6,5,0,40,0.0,0.0,0.0,67.0,0.0,1.0,0.0,50.0
5852,1,58.0,120.0,3.169925001442312,67,22,1.0,74,6.0,3,5,23,1,26,0.0,1.584962500721156,87.0,79.0,7.0,2.0,2.321928094887362,92.0
5853,1,66.0,135.0,1.0,68,24,0.0,67,10.0,4,6,27,2,19,0.0,1.0,16.0,,5.0,1.584962500721156,0.0,44.0
5854,1,56.0,23.0,3.0,15,6,0.0,100,,7,8,6,2,33,0.0,3.584962500721156,95.0,,3.0,1.0,1.0,100.0
5855,1,73.0,147.0,4.643856189774724,90,14,1.0,87,15.0,6,2,15,0,27,0.0,0.0,50.0,35.0,4.0,2.0,1.0,88.0
5856,1,64.0,131.0,2.0,48,13,0.0,92,6.0,4,6,13,3,23,0.0,1.0,85.0,,5.0,1.0,1.584962500721156,86.0
5857,1,55.0,148.0,3.0,63,6,1.584962500721156,22,7.0,0,2,9,1,44,0.0,0.0,100.0,0.0,2.0,1.584962500721156,,100.0
5858,1,70.0,56.0,3.169925001442312,26,8,0.0,88,11.0,4,6,8,1,38,0.0,1.0,3.0,82.0,1.0,2.0,0.0,100.0
5859,1,37.0,263.0,2.321928094887362,80,26,1.0,78,0.0,2,4,27,3,22,0.0,1.584962500721156,71.0,44.0,7.0,1.584962500721156,1.584962500721156,69.0
5860,1,58.0,94.0,3.0,45,7,1.584962500721156,88,,6,4,9,1,63,0.0,1.0,81.0,,2.0,1.0,0.0,75.0
5861,0,89.0,265.0,4.954196310386875,129,17,0.0,100,,7,8,17,0,12,0.0,1.0,9.0,,5.0,1.0,0.0,50.0
5862,0,86.0,204.0,3.4594316186372973,79,15,0.0,100,,7,8,15,1,40,0.0,0.0,0.0,,0.0,1.0,0.0,25.0
5863,0,56.0,49.0,1.584962500721156,24,19,0.0,95,2.0,4,6,22,4,18,0.0,0.0,48.0,100.0,6.0,1.584962500721156,1.0,67.0
5864,0,84.0,241.0,5.087462841250339,103,18,0.0,100,,7,8,18,0,28,0.0,1.0,14.0,52.0,2.0,1.584962500721156,0.0,50.0
5865,1,70.0,68.0,1.584962500721156,41,6,0.0,100,,7,8,7,1,57,0.0,0.0,91.0,17.0,2.0,1.584962500721156,1.0,100.0
5866,0,73.0,284.0,3.584962500721156,111,15,0.0,100,,7,8,15,1,40,0.0,0.0,74.0,58.0,3.0,2.321928094887362,1.584962500721156,78.0
5867,1,72.0,11.0,3.0,9,2,0.0,100,,7,8,2,2,0,0.0,0.0,17.0,,2.0,,,100.0
5868,0,59.0,184.0,1.0,86,21,1.584962500721156,91,0.0,0,6,24,2,55,0.0,2.584962500721156,0.0,20.0,0.0,2.584962500721156,,60.0
5869,1,65.0,32.0,1.584962500721156,11,13,1.0,100,,0,8,17,9,19,0.0,2.584962500721156,7.0,86.0,7.0,2.0,0.0,71.0
5870,0,80.0,216.0,2.807354922057604,84,33,0.0,100,,7,8,33,2,27,0.0,2.321928094887362,2.0,140.0,3.0,1.0,0.0,57.0
5871,1,64.0,127.0,3.0,66,20,2.584962500721156,70,6.0,4,2,23,1,52,0.0,0.0,0.0,79.0,1.0,2.321928094887362,,86.0
5872,1,68.0,266.0,3.807354922057604,93,29,1.0,90,39.0,6,6,29,0,59,0.0,1.584962500721156,98.0,53.0,3.0,2.321928094887362,2.0,88.0
5873,0,69.0,303.0,1.0,104,35,0.0,94,61.0,6,6,36,1,31,,0.0,45.0,61.0,7.0,2.321928094887362,2.0,61.0
5874,1,63.0,126.0,2.584962500721156,64,16,1.0,100,,6,8,16,1,44,,1.0,96.0,75.0,4.0,2.0,2.0,100.0
5875,0,78.0,317.0,3.807354922057604,77,33,0.0,97,33.0,6,6,35,0,21,,0.0,5.0,,3.0,,0.0,31.0
5876,1,70.0,283.0,2.807354922057604,92,10,1.0,100,,6,8,10,2,0,,0.0,44.0,,3.0,,0.0,75.0
5878,0,86.0,136.0,3.0,82,11,0.0,100,,7,8,11,1,9,,1.0,6.0,,2.0,,0.0,50.0
5879,0,59.0,374.0,2.807354922057604,117,65,0.0,99,6.0,4,6,67,5,46,,0.0,42.0,50.0,12.0,3.0,2.321928094887362,69.0
5880,0,64.0,31.0,2.0,16,9,0.0,100,,7,8,9,3,33,,1.0,69.0,65.0,5.0,1.584962500721156,1.0,88.0
5882,1,61.0,135.0,1.0,34,4,1.0,83,19.0,5,2,6,1,50,,0.0,24.0,,1.0,1.0,0.0,75.0
5883,0,84.0,320.0,1.584962500721156,121,24,0.0,100,,7,8,25,2,28,,1.584962500721156,6.0,,4.0,1.584962500721156,1.0,50.0
5884,0,85.0,197.0,2.321928094887362,81,26,0.0,100,,7,8,26,3,19,,2.0,4.0,6.0,2.0,1.584962500721156,0.0,29.0
5885,0,80.0,177.0,2.584962500721156,49,7,0.0,100,,7,8,7,1,14,,1.584962500721156,28.0,92.0,1.0,1.0,,50.0
5886,1,57.0,57.0,1.584962500721156,37,7,2.0,45,16.0,6,2,11,3,9,,0.0,46.0,,4.0,1.0,1.0,83.0
5887,1,80.0,338.0,5.20945336562895,186,7,0.0,100,,7,8,7,0,0,,0.0,65.0,,2.0,,1.0,50.0
5888,1,78.0,169.0,1.584962500721156,53,21,0.0,95,24.0,6,6,22,1,45,,0.0,0.0,78.0,2.0,1.0,0.0,43.0
5889,0,76.0,164.0,3.584962500721156,77,16,1.0,88,26.0,6,5,17,1,12,,0.0,5.0,,1.0,1.0,0.0,25.0
